,id,name,image,league,logo,party_id,seat_id,el_status,vote,center
342,1523,Mohammadullah,1770825879.jpg,Bangladesh Khelafat Majlish,1769854518.jpg,50,144,,,
343,1524,Md. Emdadul Haque Khan,1770825913.jpg,Jatiya Party (JaPa),1702196200.png,5,144,,,
344,1525,Md. Julhas Uddin Sheikh,1770825936.jpg,Bangladesh Supreme Party (BSP),1769857390.jpg,78,144,,,
345,1526,Motahar Hossain Talukder,1770436149.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,144,,,
346,1527,Mohammad Abu Bakar Siddique,1770825968.jpg,Independent,1704551148.jpg,32,144,,,
347,1528,Shah Shahid Sarwar,1770825994.jpg,Independent,1704551148.jpg,32,144,,,
348,1529,Ahmed Taiebur Rahman,1770826024.jpg,Independent,1704551148.jpg,32,145,,,
349,1530,A. K. M. Ariful Hasan,1770826043.jpg,Bangladesh Socialist Party (Marxist),1769853841.jpg,44,145,,,
350,1531,M. Iqbal Hossain,1770826069.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,145,,,
351,1532,Md. Abu Taher Khan,1770826092.jpg,Bangladesh Nezam-e-Islam Party,1769856767.jpg,91,145,,,
352,1533,Md. Shariful Islam,1770826118.jpg,Islami Andolon Bangladesh,1769852567.png,37,145,,,
353,1534,Abu Md. Musa Sarkar,1770826163.jpg,Jatiya Party (JaPa),1702196200.png,5,146,,,
354,1535,Emdadul Haque Millat,1770826215.jpg,Communist Party of Bangladesh,1770214086.png,47,146,,,
355,1536,Md. Abu Wahab Akand Wahid,1770436364.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,146,,,
356,1537,Md. Nasir Uddin,1770826232.jpg,Islami Andolon Bangladesh,1769852567.png,37,146,,,
357,1538,Md. Liaqat Ali,1770826254.jpg,Bangladesh Supreme Party (BSP),1769857390.jpg,78,146,,,
358,1539,Mostafizur Rahman,1770826291.jpg,Gonoshonghoti Andolon,1770213041.jpg,90,146,,,
359,1540,Md. Hamidul Islam,1770826313.jpg,National People's Party (NPP),1769853961.png,46,146,,,
360,1541,Mohammad Kamrul Ahsan,1770826332.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,146,,,
361,1542,Shekhar Kumar Roy,1770826353.jpg,Bangladesh Socialist Party (Marxist),1769853841.jpg,44,146,,,
362,1543,Mohammad Sirajul Islam,1770826400.jpg,Islami Andolon Bangladesh,1769852567.png,37,147,,,
363,1544,Md. Matiur Rahman Akand,1770826425.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,147,,,
364,1545,Md. Rafiqul Islam,1770826440.jpg,Amar Bangladesh Party (AB Party),1769855528.jpg,66,147,,,
365,1546,Mohammad Zakir Hossain,1770826462.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,147,,,
366,1547,Mohammad Nazrul Islam,1770826480.jpg,Gonoshonghoti Andolon,1770213041.jpg,90,147,,,
367,1548,Professor Md. Jasim Uddin,1770826508.jpg,Independent,1704551148.jpg,32,148,,,
368,1549,Akhtar Sultana,1770826529.jpg,Independent,1704551148.jpg,32,148,,,
369,1550,Md. Akhtarul Alam,1770826551.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,148,,,
370,1551,Md. Kamrul Hasan,1770826565.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,148,,,
371,1552,Md. Nure Alam Siddique,1770826583.jpg,Islami Andolon Bangladesh,1769852567.png,37,148,,,
372,1553,Dr. Md. Mahabubur Rahman,1770826618.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,149,,,
373,1554,Mohammad Anwar Sadat,1770826638.jpg,Independent,1704551148.jpg,32,149,,,
374,1555,Md. Asaduzzaman,1770826660.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,149,,,
375,1556,Md. Ibrahim Khalilullah,1770826688.jpg,Islami Andolon Bangladesh,1769852567.png,37,149,,,
376,1557,Md. Zainal Abedin,1770826715.jpg,Independent,1704551148.jpg,32,149,,,
377,1558,Md. Jahirul Islam,1770826742.jpg,Jatiya Party (JaPa),1702196200.png,5,149,,,
378,1559,Fakhrul Imam,1770826766.jpg,Jatiya Party (JaPa),1702196200.png,5,150,,,
379,1560,Md. Aurangzeb Belal,1770826785.jpg,Liberal Democratic Party (LDP),1770209895.jpg,89,150,,,
380,1561,Lutfullah-el-Mazed,1770826807.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,150,,,
381,1562,Shah Nurul Kabir,1770826824.jpg,Islami Andolon Bangladesh,1769852567.png,37,150,,,
382,1563,Yaser Khan Chowdhury,1770826851.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,151,,,
383,1564,A. K. M. Anwarul Islam,1770826870.jpg,Bangladesh Development Party,1769857564.jpg,104,151,,,
384,1565,Md. Latiful Bari (Hamim),1770826886.jpg,Gono Forum,1770206382.jpg,115,151,,,
385,1566,Md. Saeedur Rahman,1770826916.jpg,Islami Andolon Bangladesh,1769852567.png,37,151,,,
386,1567,Hasmat Mahmud,1770826936.jpg,Jatiya Party (JaPa),1702196200.png,5,151,,,
387,1568,Hasina Khan Chowdhury,1770826955.jpg,Independent,1704551148.jpg,32,151,,,
388,1508,Abu Bakar Siddiqur Rahman,1770825313.jpg,Independent,1704551148.jpg,32,152,,,
389,1509,A. K. M. Shamsul Alam,1770825336.jpg,Gonoshonghoti Andolon,1770213041.jpg,90,152,,,
390,1510,Md. Al Amin (Sohan),1770825363.jpg,Jatiya Party (JaPa),1702196200.png,5,152,,,
391,1511,Md. Ismail,1770825386.jpg,Bangladesh Jamaat-e-Islami,1769852416.png,36,152,,,
392,1512,Md. Matiur Rahman,1770825409.jpg,Independent,1704551148.jpg,32,152,,,
393,1513,Md. Saifus Salehin,1770825429.jpg,Communist Party of Bangladesh,1770214086.png,47,152,,,
394,1514,Md. Habibullah Belali,1770825456.jpg,Islami Andolon Bangladesh,1769852567.png,37,152,,,
395,1515,Mohammad Akhtaruzzaman,1770825491.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,152,,,
396,1516,Syed Mahmud Morshed,1770825532.jpg,Liberal Democratic Party (LDP),1770209895.jpg,89,152,,,
397,1517,Zahidul Islam,1770825612.jpg,National Citizen Party (NCP),1770212308.jpg,63,153,,,
398,1518,Fakhr Uddin Ahmed,1770825704.jpg,Bangladesh Nationalist Party (BNP),1769852771.webp,38,153,,,
399,1519,Mohammad Morshed Alam,1770825726.jpg,Independent,1704551148.jpg,32,153,,,
400,1520,Md. Mostafa Kamal,1770825785.jpg,Islami Andolon Bangladesh,1769852567.png,37,153,,,
401,1521,Mohammad Anwarul Islam,1770825813.jpg,Gono Odhikar Parishad (GOP),1770210478.jpeg,39,153,,,
