seat_name,party,name,vote,center,division_id,total_center,time,source
Sunamganj-5,Islami Andolan Bangladesh,Md. Sarwar Alam Kutubi,,,8,164,2026-02-12 17:39:54.449789+00:00,dt
Sunamganj-5,BNP,Salahuddin Ahmed,,,8,164,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-1,BNP,Alamgir Muhammad Mahfuz Ullah Farid,,,8,215,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-1,Jamaat,A. H. M. Hamidur Rahman Azad,,,8,215,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-1,Islami Andolan Bangladesh,Ziaul Haque,,,8,215,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-1,JaPa,Md. Mahmudul Karim,,,8,215,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-2,BNP,Lutfur Rahman,181407,182,8,128,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-2,Jamaat,Shahidul Alam (Bahadur),152994,182,8,128,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-2,Islami Andolan Bangladesh,Amirul Islam,,182,8,128,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-2,JaPa,Jagadish Barua,,182,8,128,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-3,Jamaat,Nur Ahmed Anwari,,,8,151,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-3,Islami Andolan Bangladesh,Nurul Haque,,,8,151,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-3,BNP,Shahjahan Chowdhury,,,8,151,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-4,BNP,Abdul Wadud Bhuiyan,,,8,169,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-4,JaPa,Ushyepru Marma,,,8,169,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-4,JaPa,Jiruna Tripura,,,8,169,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-4,JaPa,Dharma Jyoti Chakma,,,8,169,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-4,JaPa,Mithila Roaza,,,8,169,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-4,Jamaat,Md. Yakub Ali,,,8,169,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-4,Islami Andolan Bangladesh,Md. Kawsar,,,8,169,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-4,JaPa,Md. Nur Islam,,,8,169,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-4,JaPa,Samiran Dewan,,,8,169,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-5,BNP,Dipen Dewan,3746,4,8,158,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-5,Bangladesh Khelafat Majlish,Muhammad Abu Bakar Siddique,12,4,8,158,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-5,JaPa,Ashok Talukder,,4,8,158,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-5,Islami Andolan Bangladesh,Md. Jasim Uddin,,4,8,158,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-6,BNP,Saching Pru," 46,481", 67,8,192,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-6,NCP,Abu Sayeed Md. Suja Uddin,"8,117", 67,8,192,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-6,JaPa,Abu Zafar Mohammad Waliullah,, 67,8,192,2026-02-12 17:39:54.449789+00:00,dt
Sylhet-6,Islami Andolan Bangladesh,Md. Abul Kalam Azad,, 67,8,192,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-1,BNP,Md. Abdullah,20979,20,8,112,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-1,Jamaat,A. K. M. Fakhruddin Razi,12400,20,8,112,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-1,CPB,Abdur Rahman,,20,8,112,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-1,Islami Andolan Bangladesh,Md. Atiqur Rahman Khan,,20,8,112,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-2,BNP,Abdus Salam Azad,,,8,103,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-2,Islami Andolan Bangladesh,K. M. Billal,,,8,103,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-2,NCP,Majedul Islam,,,8,103,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-2,JaPa,Md. Noman Mia,,,8,103,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-3,BNP,Md. Kamruzzaman,12516,20,8,174,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-3,Bangladesh Khelafat Majlish,Noor Hossain Noorani,,20,8,174,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-3,JaPa,Md. Arifuzzaman (Didar),,20,8,174,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-3,CPB,Sheikh Md. Kamal Hossain,,20,8,174,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-3,Islami Andolan Bangladesh,Suman Dewan,,20,8,174,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-4,BNP,Khandaker Abu Ashfaq,5689,8,8,160,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-4,Jamaat,Mohammad Nazrul Islam,5599,8,8,160,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-4,Islami Andolan Bangladesh,Nurul Islam,,8,8,160,2026-02-12 17:39:54.449789+00:00,dt
Moulvibazar-4,JaPa,Md. Nasir Uddin Molla,,8,8,160,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-1,Jamaat,Md. Abdul Haque,,,8,177,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-1,BNP,Md. Amanullah Aman,,,8,177,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-1,Islami Andolan Bangladesh,Md. Jahirul Islam,,,8,177,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-2,BNP,Gayeshwar Chandra Roy,,,8,150,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-2,Gano Forum,Muhammad Rawshan Yazdani,,,8,150,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-2,JaPa,Md. Faruk,,,8,150,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-2,Ganosamhati Andolon (Saki),Md. Bacchu Bhuiyan,,,8,150,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-2,Jamaat,Md. Shahinur Islam,,,8,150,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-2,Islami Andolan Bangladesh,Md. Sultan Ahmad Khan,,,8,150,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-3,BNP,Tanvir Ahmed,,,8,131,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-3,CPB,Mohammad Firoz Alam,,,8,131,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-3,Jamaat,Syed Zainul Abedin,,,8,131,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-3,Islami Andolan Bangladesh,Syed Md. Mosaddeq Billah,,,8,131,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-4,CPB,Tofazzal Hossain Mostafa,,,8,177,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-4,Islami Andolan Bangladesh,Md. Ibrahim,,,8,177,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-4,BNP,Md. Nabi Ullah,,,8,177,2026-02-12 17:39:54.449789+00:00,dt
Habiganj-4,Jamaat,Mohammad Kamal Hossain,,,8,177,2026-02-12 17:39:54.449789+00:00,dt
