seat_name,party,name,vote,center,division_id,total_center,time,source
Jhenaidah-1,JaPa,Emdadul Islam (Bacchu),,,4,117,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-1,JaPa,Khaniya Khanam,,,4,117,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-1,Jamaat,Md. Abu Talib,,,4,117,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-1,BNP,Md. Rashed Khan,,,4,117,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-1,JaPa,Md. Saiful Islam Firoz,,,4,117,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-2,Jamaat,Mohammad Azizur Rahman,,,4,185,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-2,JaPa,Md. Jahangir Alam Chanchal,,,4,185,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-2,BNP,Md. Nuruzzaman Liton,,,4,185,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-2,Islami Andolan Bangladesh,Md. Bokhtiar Rahman,,,4,185,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-3,Islami Andolan Bangladesh,Md. Idris Ali,,,4,166,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-3,BNP,Mosammat Sabira Sultana,,,4,166,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-3,Jamaat,Mohammad Mosleh Uddin Farid,,,4,166,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-3,AB Party,Ripon Mahmud,,,4,166,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-4,BNP,Anindya Islam Amit,"1,73,023",190,4,117,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-4,Jamaat,Md. Abdul Qader,"1,65,129",190,4,117,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-4,Islami Andolan Bangladesh,Mohammad Shoaib Hossain,,190,4,117,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-4,JaPa,Md. Khabir Gazi,,190,4,117,2026-02-12 17:39:54.449789+00:00,dt
Jhenaidah-4,CPB,Md. Rashed Khan,,190,4,117,2026-02-12 17:39:54.449789+00:00,dt
Jessore-1,Jamaat,Md. Golam Rasul,61713,57,4,102,2026-02-12 17:39:54.449789+00:00,dt
Jessore-1,BNP,Matiar Rahman Farazi,47381,57,4,102,2026-02-12 17:39:54.449789+00:00,dt
Jessore-1,Islami Andolan Bangladesh,Bayezid Hossain,,57,4,102,2026-02-12 17:39:54.449789+00:00,dt
Jessore-1,Khelafat Majlish,Mawlana Asheq Elahi,,57,4,102,2026-02-12 17:39:54.449789+00:00,dt
Jessore-1,JaPa,Md. Jahurul Haque,,57,4,102,2026-02-12 17:39:54.449789+00:00,dt
Jessore-2,JaPa,M. A. Halim,,,4,176,2026-02-12 17:39:54.449789+00:00,dt
Jessore-2,Jamaat,Gazi Enamul Haque,,,4,176,2026-02-12 17:39:54.449789+00:00,dt
Jessore-2,Islami Andolan Bangladesh,Md. Zainal Abedin,,,4,176,2026-02-12 17:39:54.449789+00:00,dt
Jessore-2,BNP,Rashid Ahmad,,,4,176,2026-02-12 17:39:54.449789+00:00,dt
Jessore-3,JaPa,G. M. Hasan,,,4,189,2026-02-12 17:39:54.449789+00:00,dt
Jessore-3,BNP,Md. Abul Hossain Azad,,,4,189,2026-02-12 17:39:54.449789+00:00,dt
Jessore-3,AB Party,Md. Mahmud Hasan,,,4,189,2026-02-12 17:39:54.449789+00:00,dt
Jessore-3,Jamaat,Md. Moktar Ali,,,4,189,2026-02-12 17:39:54.449789+00:00,dt
Jessore-3,Islami Andolan Bangladesh,Md. Shahidul Islam,,,4,189,2026-02-12 17:39:54.449789+00:00,dt
Jessore-4,BNP,Md. Monowar Hossain,10419,10,4,149,2026-02-12 17:39:54.449789+00:00,dt
Jessore-4,Jamaat,Abdul Matin,4751,10,4,149,2026-02-12 17:39:54.449789+00:00,dt
Jessore-4,JaPa,Md. Zakir Hossain Mollah,,10,4,149,2026-02-12 17:39:54.449789+00:00,dt
Jessore-4,Islami Andolan Bangladesh,Md. Nazirul Islam,,10,4,149,2026-02-12 17:39:54.449789+00:00,dt
Jessore-5,BNP,Nitai Roy Chowdhury,,,4,128,2026-02-12 17:39:54.449789+00:00,dt
Jessore-5,JaPa,Mashiar Rahman,,,4,128,2026-02-12 17:39:54.449789+00:00,dt
Jessore-5,Jamaat,Md. Mushtarshed Billah,,,4,128,2026-02-12 17:39:54.449789+00:00,dt
Jessore-5,Islami Andolan Bangladesh,Mostafa Kamal,,,4,128,2026-02-12 17:39:54.449789+00:00,dt
Jessore-6,Islami Andolan Bangladesh,Abdul Aziz,,,4,81,2026-02-12 17:39:54.449789+00:00,dt
Jessore-6,BNP,Biswas Jahangir Alam,,,4,81,2026-02-12 17:39:54.449789+00:00,dt
Jessore-6,Jamaat,Md. Obaidullah,,,4,81,2026-02-12 17:39:54.449789+00:00,dt
Jessore-6,JaPa,Md. Milton Molla,,,4,81,2026-02-12 17:39:54.449789+00:00,dt
Magura-1,BNP,AZM Fariduzzaman,,,4,152,2026-02-12 17:39:54.449789+00:00,dt
Magura-1,JaPa,Khandaker Fayekuzzaman,,,4,152,2026-02-12 17:39:54.449789+00:00,dt
Magura-1,Jamaat,Md. Ataur Rahman,,,4,152,2026-02-12 17:39:54.449789+00:00,dt
Magura-1,Islami Andolan Bangladesh,Md. Tajul Islam,,,4,152,2026-02-12 17:39:54.449789+00:00,dt
Magura-2,BNP,Kapil Krishna Mondol,,,4,143,2026-02-12 17:39:54.449789+00:00,dt
Magura-2,AB Party,Md. Aminul Islam,,,4,143,2026-02-12 17:39:54.449789+00:00,dt
Magura-2,Jamaat,Md. Mashirur Rahman Khan,,,4,143,2026-02-12 17:39:54.449789+00:00,dt
Magura-2,JaPa,S. M. Golam Sarwar,,,4,143,2026-02-12 17:39:54.449789+00:00,dt
Narail-1,Islami Andolan Bangladesh,Sheikh Atiar Rahman,,,4,110,2026-02-12 17:39:54.449789+00:00,dt
Narail-1,Jamaat,Sheikh Manjurul Haque (Rahad),,,4,110,2026-02-12 17:39:54.449789+00:00,dt
Narail-1,BNP,Sheikh Mohammad Zakir Hossain,,,4,110,2026-02-12 17:39:54.449789+00:00,dt
Narail-2,BNP,Sheikh Faridul Islam,40974, 88,4,147,2026-02-12 17:39:54.449789+00:00,dt
Narail-2,Jamaat,Mohammad Abdul Wadud Sheikh,33422, 88,4,147,2026-02-12 17:39:54.449789+00:00,dt
Narail-2,Islami Andolan Bangladesh,Sheikh Jillur Rahman,1509, 88,4,147,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-1,Jamaat,Md. Abdul Alim,,,4,124,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-1,Islami Andolan Bangladesh,Md. Omar Faruk,,,4,124,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-1,JaPa,Sajan Kumar Mistry,,,4,124,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-1,BNP,Somnath Dey,,,4,124,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-2,JaPa,Achintya Kumar Mondal,,,4,125,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-2,BNP,Amir Ejaz Khan,,,4,125,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-2,CPB,Kishore Kumar Roy,,,4,125,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-2,Jamaat,Krishna Nandi,,,4,125,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-2,JaPa,Gobinda Halder,,,4,125,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-2,JaPa,Prabir Gopal Roy,,,4,125,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-2,Islami Andolan Bangladesh,Md. Abu Sayeed,,,4,125,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-2,JaPa,Md. Jahangir Hossain,,,4,125,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-3,Islami Andolan Bangladesh,Amanullah,,,4,96,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-3,BNP,Nazrul Islam Manju,,,4,96,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-3,Jamaat,Sheikh Jahangir Hossain Helal,,,4,96,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-4,JaPa,S. M. Arifur Rahman (Mithu),,,4,143,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-4,JaPa,Main Mohammad Mayaz,,,4,143,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-4,Islami Andolan Bangladesh,Md. A. Awal,,,4,143,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-4,JaPa,Md. Abul Hasnat Siddique,,,4,143,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-4,JaPa,Md. Abdullah Al Mamun,,,4,143,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-4,JaPa,Md. Murad Khan Liton,,,4,143,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-4,Jamaat,Mohammad Mahfuzur Rahman,,,4,143,2026-02-12 17:39:54.449789+00:00,dt
Bagerhat-4,BNP,Rakibul Islam,,,4,143,2026-02-12 17:39:54.449789+00:00,dt
Khulna-1,Islami Andolan Bangladesh,Yunus Ahmed Sheikh,,,4,110,2026-02-12 17:39:54.449789+00:00,dt
Khulna-1,JaPa,S. M. Azmal Hossain,,,4,110,2026-02-12 17:39:54.449789+00:00,dt
Khulna-1,Khelafat Majlish,S. M. Sakhawat Hossain,,,4,110,2026-02-12 17:39:54.449789+00:00,dt
Khulna-1,BNP,S. K. Azizul Bari,,,4,110,2026-02-12 17:39:54.449789+00:00,dt
Khulna-2,CPB,Chitta Ranjan Goldar,,,4,157,2026-02-12 17:39:54.449789+00:00,dt
Khulna-2,Jamaat,Mia Golam Parwar,,,4,157,2026-02-12 17:39:54.449789+00:00,dt
Khulna-2,BNP,Mohammad Ali Asgar,,,4,157,2026-02-12 17:39:54.449789+00:00,dt
Khulna-2,JaPa,Shamim Ara Parvin (Yasmin),,,4,157,2026-02-12 17:39:54.449789+00:00,dt
Khulna-3,BNP,S. M. Monirul Hasan (Bappi),,,4,116,2026-02-12 17:39:54.449789+00:00,dt
Khulna-3,CPB,Prashanta Kumar Mondal,,,4,116,2026-02-12 17:39:54.449789+00:00,dt
Khulna-3,Islami Andolan Bangladesh,Md. Asadullah Fakir,,,4,116,2026-02-12 17:39:54.449789+00:00,dt
Khulna-3,Jamaat,Md. Abul Kalam Azad,,,4,116,2026-02-12 17:39:54.449789+00:00,dt
Khulna-3,JaPa,Md. Mostafa Kamal Jahangir,,,4,116,2026-02-12 17:39:54.449789+00:00,dt
Khulna-4,JaPa,Ziaur Rahman,,,4,133,2026-02-12 17:39:54.449789+00:00,dt
Khulna-4,Jamaat,Md. Izzat Ullah,,,4,133,2026-02-12 17:39:54.449789+00:00,dt
Khulna-4,BNP,Md. Habibul Islam Habib,,,4,133,2026-02-12 17:39:54.449789+00:00,dt
Khulna-4,Islami Andolan Bangladesh,Sheikh Md. Rezaul Karim,,,4,133,2026-02-12 17:39:54.449789+00:00,dt
Khulna-5,Islami Andolan Bangladesh,Mufti Rabiul Islam,,,4,135,2026-02-12 17:39:54.449789+00:00,dt
Khulna-5,Jamaat,Muhammad Abdul Khaleq,,,4,135,2026-02-12 17:39:54.449789+00:00,dt
Khulna-5,BNP,Md. Abdur Rauf,,,4,135,2026-02-12 17:39:54.449789+00:00,dt
Khulna-5,JaPa,Md. Ashrafuzzaman,,,4,135,2026-02-12 17:39:54.449789+00:00,dt
Khulna-6,BNP,Kazi Alauddin,,,4,142,2026-02-12 17:39:54.449789+00:00,dt
Khulna-6,JaPa,Md. Alip Hossain,,,4,142,2026-02-12 17:39:54.449789+00:00,dt
Khulna-6,Islami Andolan Bangladesh,Md. Waez Kurni,,,4,142,2026-02-12 17:39:54.449789+00:00,dt
Khulna-6,Jamaat,Hafez Md. Rabiul Bashar,,,4,142,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-1,Islami Andolan Bangladesh,S. M. Mostafa Al Mamun,,,4,168,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-1,Jamaat,G. M. Nazrul Islam,,,4,168,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-1,JaPa,Md. Abdur Rashid,,,4,168,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-1,BNP,Md. Moniruzzaman,,,4,168,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-2,Islami Andolan Bangladesh,Md. Oli Ullah,21220,28,4,138,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-2,BNP,Md. Nazrul Islam Mollah,20525,28,4,138,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-2,Khelafat Majlish,Md. Jahangir Hossain,,28,4,138,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-3,BNP,Md. Nurul Islam,"82,006",122,4,154,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-3,Jamaat,Dr. Sultan Ahmed,"75,388",122,4,154,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-3,JaPa,Abdul Latif Farazi,,122,4,154,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-3,BJP,Md. Kamruzzaman Liton,,122,4,154,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-3,Islami Andolan Bangladesh,Md. Mizanur Rahman,,122,4,154,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-4,JaPa,Abdul Mannan Hawladar,,,4,142,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-4,BNP,Altaf Hossain Chowdhury,,,4,142,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-4,Islami Andolan Bangladesh,Md. Firoz Alam,,,4,142,2026-02-12 17:39:54.449789+00:00,dt
Satkhira-4,AB Party,Mohammad Abdul Wahab,,,4,142,2026-02-12 17:39:54.449789+00:00,dt
Joypurhat-1,Jamaat,Abul Azad Mohammad Shahaduzzaman,,,5,151,2026-02-12 17:39:54.449789+00:00,dt
Joypurhat-1,BNP,Mir Shahe Alam,,,5,151,2026-02-12 17:39:54.449789+00:00,dt
Joypurhat-1,Islami Andolan Bangladesh,Md. Jamal Uddin,,,5,151,2026-02-12 17:39:54.449789+00:00,dt
Joypurhat-1,JaPa,Shariful Islam Jinnah,,,5,151,2026-02-12 17:39:54.449789+00:00,dt
Joypurhat-2,Jamaat,Nur Mohammad,,,5,103,2026-02-12 17:39:54.449789+00:00,dt
Joypurhat-2,BNP,Md. Abdul Mohit Talukdar,,,5,103,2026-02-12 17:39:54.449789+00:00,dt
Joypurhat-2,Islami Andolan Bangladesh,Md. Shahjahan Ali Talukdar,,,5,103,2026-02-12 17:39:54.449789+00:00,dt
Joypurhat-2,JaPa,Md. Shahinul Islam,,,5,103,2026-02-12 17:39:54.449789+00:00,dt
Bogra-1,Islami Andolan Bangladesh,Muhammad Idris Ali,,,5,124,2026-02-12 17:39:54.449789+00:00,dt
Bogra-1,BNP,Md. Mosharraf Hossain,,,5,124,2026-02-12 17:39:54.449789+00:00,dt
Bogra-1,Jamaat,Md. Mostafa Faisal,,,5,124,2026-02-12 17:39:54.449789+00:00,dt
Bogra-1,JaPa,Shaheen Mostafa Kamal,,,5,124,2026-02-12 17:39:54.449789+00:00,dt
Bogra-2,BNP,Golam Mohammad Siraj,,,5,110,2026-02-12 17:39:54.449789+00:00,dt
Bogra-2,Islami Andolan Bangladesh,Mir Md. Mahmudur Rahman,,,5,110,2026-02-12 17:39:54.449789+00:00,dt
Bogra-2,Jamaat,Md. Dabibur Rahman,,,5,110,2026-02-12 17:39:54.449789+00:00,dt
Bogra-2,CPB,Shipon Kumar Rabidas,,,5,110,2026-02-12 17:39:54.449789+00:00,dt
Bogra-3,Islami Andolan Bangladesh,Abu Numan Md. Mamunur Rashid,,,5,117,2026-02-12 17:39:54.449789+00:00,dt
Bogra-3,BNP,Tarek Rahman,,,5,117,2026-02-12 17:39:54.449789+00:00,dt
Bogra-3,Jamaat,Md. Abidur Rahman,,,5,117,2026-02-12 17:39:54.449789+00:00,dt
Bogra-4,Jamaat,Md. Golam Rabbani,,,5,114,2026-02-12 17:39:54.449789+00:00,dt
Bogra-4,BNP,Morshed Milton,,,5,114,2026-02-12 17:39:54.449789+00:00,dt
Bogra-4,Islami Andolan Bangladesh,Md. Shafiqul Islam,,,5,114,2026-02-12 17:39:54.449789+00:00,dt
Bogra-6,JaPa,Md. Khurshid Alam,,,5,144,2026-02-12 17:39:54.449789+00:00,dt
Bogra-6,Jamaat,Md. Mizanur Rahman,,,5,144,2026-02-12 17:39:54.449789+00:00,dt
Bogra-6,BNP,Md. Aminul Islam,,,5,144,2026-02-12 17:39:54.449789+00:00,dt
Bogra-6,Islami Andolan Bangladesh,Md. Ibrahim Khalil,,,5,144,2026-02-12 17:39:54.449789+00:00,dt
Bogra-6,CPB,Md. Sadekul Islam,,,5,144,2026-02-12 17:39:54.449789+00:00,dt
Bogra-7,BNP,Md. Harunur Rashid,2096,21,5,172,2026-02-12 17:39:54.449789+00:00,dt
Bogra-7,Jamaat,Md. Nurul Islam,"7,000",21,5,172,2026-02-12 17:39:54.449789+00:00,dt
Bogra-7,Islami Andolan Bangladesh,Md. Monirul Islam,,21,5,172,2026-02-12 17:39:54.449789+00:00,dt
Chapai Nawabganj-1,BNP,Md. Mostafizur Rahman,47428,44,5,158,2026-02-12 17:39:54.449789+00:00,dt
Chapai Nawabganj-1,Jamaat,Md. Mahbubul Alam,30819,44,5,158,2026-02-12 17:39:54.449789+00:00,dt
Chapai Nawabganj-1,JaPa,Md. Akbar Ali,,44,5,158,2026-02-12 17:39:54.449789+00:00,dt
Chapai Nawabganj-1,Islami Andolan Bangladesh,Md. A. Haque Shah,,44,5,158,2026-02-12 17:39:54.449789+00:00,dt
Chapai Nawabganj-2,Jamaat,Md. Enamul Haque,14796,13,5,182,2026-02-12 17:39:54.449789+00:00,dt
Chapai Nawabganj-2,BNP,Md. Shamsuzzoha Khan,12850,13,5,182,2026-02-12 17:39:54.449789+00:00,dt
Chapai Nawabganj-2,AB Party,Md. Matibul Islam,,13,5,182,2026-02-12 17:39:54.449789+00:00,dt
Chapai Nawabganj-3,Islami Andolan Bangladesh,Nasir Bin Asgar,,,5,172,2026-02-12 17:39:54.449789+00:00,dt
Chapai Nawabganj-3,BNP,Md. Fazle Huda,,,5,172,2026-02-12 17:39:54.449789+00:00,dt
Chapai Nawabganj-3,JaPa,Md. Masud Rana,,,5,172,2026-02-12 17:39:54.449789+00:00,dt
Chapai Nawabganj-3,Jamaat,Md. Mahfuzur Rahman,,,5,172,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-1,BNP,Ikramul Bari Tipu,63662,53,5,165,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-1,Jamaat,Md. Abdur Rakib,40685,53,5,165,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-1,CPB,Dr. S. M. Fazlur Rahman,,53,5,165,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-1,JaPa,Md. Altaf Hossain,,53,5,165,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-1,Islami Andolan Bangladesh,Sohrab Hossain,,53,5,165,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-2,BNP,Md. Zahidul Islam Dhalu,36971,30,5,124,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-2,Jamaat,Abu Sadat Md. Sayem,24885,30,5,124,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-2,JaPa,Md. Anwar Hossain,,30,5,124,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-2,Islami Andolan Bangladesh,Md. Abdur Rahman,,30,5,124,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-2,CPB,Shafiqul Islam,,30,5,124,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-3,BNP,Sheikh Md. Rezaul Islam,25541,27,5,141,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-3,Jamaat,Md. Khabirul Islam,23664,27,5,141,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-3,Islami Andolan Bangladesh,Md. Rafiqul Islam,,27,5,141,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-4,Jamaat,Md. Mujibur Rahman,115946,102,5,117,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-4,BNP,Md. Sharif Uddin,107553,102,5,117,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-4,AB Party,Md. Abdur Rahman,,102,5,117,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-5,BNP,Md. Mizanur Rahman Minu,15144,14,5,113,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-5,Jamaat,Mohammad Jahangir,11013,14,5,113,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-5,AB Party,Md. Saeed Noman,,14,5,113,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-6,BNP,Mohammad Shafiqul Haque Milon,23015,19,5,114,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-6,Jamaat,Md. Abul Kalam Azad,14510,19,5,114,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-6,JaPa,Md. Afzal Hossain,,19,5,114,2026-02-12 17:39:54.449789+00:00,dt
Naogaon-6,Islami Andolan Bangladesh,Md. Fazlur Rahman,,19,5,114,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-1,Jamaat,Md. Abdul Bari Sardar,43295,40,5,158,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-1,BNP,D. M. D. Ziaur Rahman,40655,40,5,158,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-1,Islami Andolan Bangladesh,Md. Tajul Islam Khan,,40,5,158,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-1,JaPa,Md. Fazlul Haque,,40,5,158,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-2,BNP,Professor Nazrul Islam,14869,13,5,112,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-2,Jamaat,Manjur Rahman,5372,13,5,112,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-2,Islami Andolan Bangladesh,Md. Ruhul Amin,,13,5,112,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-3,BNP,Md. Abu Sayeed Chand,49227,42,5,128,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-3,Jamaat,Md. Nazmul Haque,33012,42,5,128,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-3,Islami Andolan Bangladesh,Md. Abdus Salam Suruj,,42,5,128,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-3,JaPa,Md. Iqbal Hossain,,42,5,128,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-4,BNP,Farzana Sharmin," 52,379", 63,5,122,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-4,Jamaat,Md. Abul Kalam Azad,"46,310", 63,5,122,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-4,Islami Andolan Bangladesh,Md. Abdullahil Baki,, 63,5,122,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-4,JaPa,Md. Sahed Ali Jinnah,, 63,5,122,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-4,Ganosamhati Andolon (Saki),Md. Sentu Ali,, 63,5,122,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-5,BNP,M. Ruhul Quddus Talukder Dulu,"41,653",45,5,132,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-5,Jamaat,Md. Yunus Ali,"38,147",45,5,132,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-5,Ganosamhati Andolon (Saki),Tahamida Islam Tania,,45,5,132,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-5,JaPa,Md. Rakib Uddin (Komol),,45,5,132,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-5,Islami Andolan Bangladesh,Mohammad Ali Siddiqui,,45,5,132,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-6,BNP,Md. Anwarul Islam,"40,136", 44,5,118,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-6,NCP,S. M. Zargis Qadir,, 44,5,118,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-6,JaPa,Md. Ashiq Iqbal,, 44,5,118,2026-02-12 17:39:54.449789+00:00,dt
Rajshahi-6,Islami Andolan Bangladesh,Md. Khalilur Rahman,, 44,5,118,2026-02-12 17:39:54.449789+00:00,dt
Natore-1,BNP,Md. Abdul Aziz,"67,284",58,5,125,2026-02-12 17:39:54.449789+00:00,dt
Natore-1,Jamaat,Md. Abdul Hakim,"45,051",58,5,125,2026-02-12 17:39:54.449789+00:00,dt
Natore-1,JaPa,M. Yusuf Ahmed,,58,5,125,2026-02-12 17:39:54.449789+00:00,dt
Natore-1,Islami Andolan Bangladesh,Md. Emdadullah,,58,5,125,2026-02-12 17:39:54.449789+00:00,dt
Natore-1,AB Party,Md. Moksedul Momin,,58,5,125,2026-02-12 17:39:54.449789+00:00,dt
Natore-2,JaPa,Md. Jahurul Islam,,,5,156,2026-02-12 17:39:54.449789+00:00,dt
Natore-2,Jamaat,Md. Shahinur Alam,,,5,156,2026-02-12 17:39:54.449789+00:00,dt
Natore-2,BNP,Md. Selim Reza,,,5,156,2026-02-12 17:39:54.449789+00:00,dt
Natore-3,BNP,Iqbal Hasan Mahmud,2618,2,5,118,2026-02-12 17:39:54.449789+00:00,dt
Natore-3,Jamaat,Muhammad Zahidul Islam,1269,2,5,118,2026-02-12 17:39:54.449789+00:00,dt
Natore-3,CPB,Md. Anwar Hossain,,2,5,118,2026-02-12 17:39:54.449789+00:00,dt
Natore-3,Islami Andolan Bangladesh,Md. Mohibullah,,2,5,118,2026-02-12 17:39:54.449789+00:00,dt
Natore-4,Bangladesh Khelafat Majlish,Md. Abdur Rauf Sarkar,,,5,167,2026-02-12 17:39:54.449789+00:00,dt
Natore-4,BNP,Md. Ainul Haque,,,5,167,2026-02-12 17:39:54.449789+00:00,dt
Natore-4,JaPa,Md. Fazlul Haque,,,5,167,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-1,Islami Andolan Bangladesh,Abdur Rahman,,,5,173,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-1,BNP,M. Akbar Ali,,,5,173,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-1,CPB,Md. Abdul Hakim,,,5,173,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-1,Jamaat,Md. Rafiqul Islam Khan,,,5,173,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-1,JaPa,Md. Hilton Pramanik,,,5,173,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-2,Islami Andolan Bangladesh,Nurun Nabi,,,5,145,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-2,JaPa,Md. Akbar Hossain,,,5,145,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-2,BNP,Md. Amirul Islam Khan,,,5,145,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-2,Jamaat,Md. Ali Alam,,,5,145,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-2,CPB,Md. Matiar Rahman,,,5,145,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-3,AB Party,Abu Jafar Md. Anwarus Sadat,,,5,153,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-3,BNP,M. A. Muhit,,,5,153,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-3,NCP,S. M. Saif Mostafiz,,,5,153,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-3,Islami Andolan Bangladesh,Misbah Uddin,,,5,153,2026-02-12 17:39:54.449789+00:00,dt
Sirajganj-3,JaPa,Md. Moktar Hossain,,,5,153,2026-02-12 17:39:54.449789+00:00,dt
