seat_name,party,name,vote,center,division_id,total_center,time,source,voters,male_voters,female_voters,thirdgender_voters,vote_pc
Sylhet-1,BNP,Alamgir Muhammad Mahfuz Ullah Farid,,,8,215,2026-02-12 15:56:06.220455+00:00,dt,680946.0,353186.0,327747.0,13.0,
Sylhet-1,Islami Andolan Bangladesh,Ziaul Haque,,,8,215,2026-02-12 15:56:06.220455+00:00,dt,680946.0,353186.0,327747.0,13.0,
Sylhet-1,JaPa,Md. Mahmudul Karim,,,8,215,2026-02-12 15:56:06.220455+00:00,dt,680946.0,353186.0,327747.0,13.0,
Sylhet-1,Jamaat,A. H. M. Hamidur Rahman Azad,,,8,215,2026-02-12 15:56:06.220455+00:00,dt,680946.0,353186.0,327747.0,13.0,
Sylhet-2,BNP,Lutfur Rahman,,,8,128,2026-02-12 15:56:06.220455+00:00,dt,368932.0,188679.0,180253.0,0.0,
Sylhet-2,Islami Andolan Bangladesh,Amirul Islam,,,8,128,2026-02-12 15:56:06.220455+00:00,dt,368932.0,188679.0,180253.0,0.0,
Sylhet-2,JaPa,Jagadish Barua,,,8,128,2026-02-12 15:56:06.220455+00:00,dt,368932.0,188679.0,180253.0,0.0,
Sylhet-2,Jamaat,Shahidul Alam (Bahadur),,,8,128,2026-02-12 15:56:06.220455+00:00,dt,368932.0,188679.0,180253.0,0.0,
Sylhet-3,BNP,Shahjahan Chowdhury,,,8,151,2026-02-12 15:56:06.220455+00:00,dt,416000.0,211709.0,204289.0,2.0,
Sylhet-3,Islami Andolan Bangladesh,Nurul Haque,,,8,151,2026-02-12 15:56:06.220455+00:00,dt,416000.0,211709.0,204289.0,2.0,
Sylhet-3,Jamaat,Nur Ahmed Anwari,,,8,151,2026-02-12 15:56:06.220455+00:00,dt,416000.0,211709.0,204289.0,2.0,
Sylhet-4,BNP,Abdul Wadud Bhuiyan,,,8,169,2026-02-12 15:56:06.220455+00:00,dt,512933.0,267130.0,245802.0,1.0,
Sylhet-4,Islami Andolan Bangladesh,Md. Kawsar,,,8,169,2026-02-12 15:56:06.220455+00:00,dt,512933.0,267130.0,245802.0,1.0,
Sylhet-4,JaPa,Ushyepru Marma,,,8,169,2026-02-12 15:56:06.220455+00:00,dt,512933.0,267130.0,245802.0,1.0,
Sylhet-4,Jamaat,Md. Yakub Ali,,,8,169,2026-02-12 15:56:06.220455+00:00,dt,512933.0,267130.0,245802.0,1.0,
Sylhet-5,BNP,Dipen Dewan,3746.0,4.0,8,158,2026-02-12 15:56:06.220455+00:00,dt,428748.0,221357.0,207391.0,0.0,0.87
Sylhet-5,Bangladesh Khelafat Majlish,Muhammad Abu Bakar Siddique,12.0,4.0,8,158,2026-02-12 15:56:06.220455+00:00,dt,428748.0,221357.0,207391.0,0.0,0.0
Sylhet-5,Islami Andolan Bangladesh,Md. Jasim Uddin,,4.0,8,158,2026-02-12 15:56:06.220455+00:00,dt,428748.0,221357.0,207391.0,0.0,
Sylhet-5,JaPa,Ashok Talukder,,4.0,8,158,2026-02-12 15:56:06.220455+00:00,dt,428748.0,221357.0,207391.0,0.0,
Sylhet-6,BNP,Saching Pru,6713.0,9.0,8,192,2026-02-12 15:56:06.220455+00:00,dt,509093.0,256938.0,252155.0,0.0,1.32
Sylhet-6,Islami Andolan Bangladesh,Md. Abul Kalam Azad,,9.0,8,192,2026-02-12 15:56:06.220455+00:00,dt,509093.0,256938.0,252155.0,0.0,
Sylhet-6,JaPa,Abu Zafar Mohammad Waliullah,,9.0,8,192,2026-02-12 15:56:06.220455+00:00,dt,509093.0,256938.0,252155.0,0.0,
Sylhet-6,NCP,Abu Sayeed Md. Suja Uddin,1203.0,9.0,8,192,2026-02-12 15:56:06.220455+00:00,dt,509093.0,256938.0,252155.0,0.0,0.24
