seat_no,name,vote,party,alliance,seat,district,division,region,voters,male_voters,female_voters,thirdgender_voters,time,vote_pc
107,হাফেজ মুহাঃ রবিউল বাশার,184233,Jamaat,Jamaat-NCP,Satkhira-3,Satkhira,Khulna,Rural,502222.0,253984.0,248235.0,3.0,2026-02-14 14:42:37.115645+00:00,36.68
108,মোঃ মনিরুজ্জামান,85426,BNP,BNP,Satkhira-4,Satkhira,Khulna,Rural,298050.0,150026.0,148020.0,4.0,2026-02-14 14:42:37.115645+00:00,28.66
108,"জি, এম, নজরুল ইসলাম",106913,Jamaat,Jamaat-NCP,Satkhira-4,Satkhira,Khulna,Rural,298050.0,150026.0,148020.0,4.0,2026-02-14 14:42:37.115645+00:00,35.87
221,সাঈদ আহমেদ,77398,BNP,BNP,Shariatpur-1,Shariatpur,Dhaka,Urban,395476.0,207730.0,187736.0,10.0,2026-02-14 14:42:37.115645+00:00,19.57
221,জালালুদ্দীন আহমদ,62717,Bangladesh Khelafat Mojlish,Jamaat-NCP,Shariatpur-1,Shariatpur,Dhaka,Urban,395476.0,207730.0,187736.0,10.0,2026-02-14 14:42:37.115645+00:00,15.86
222,মোঃ সফিকুর রহমান (কিরন),129814,BNP,BNP,Shariatpur-2,Shariatpur,Dhaka,Rural,415135.0,215993.0,199140.0,2.0,2026-02-14 14:42:37.115645+00:00,31.27
222,মাহমুদ হোসেন,70892,Jamaat,Jamaat-NCP,Shariatpur-2,Shariatpur,Dhaka,Rural,415135.0,215993.0,199140.0,2.0,2026-02-14 14:42:37.115645+00:00,17.08
223,মিয়া নুরুদ্দিন আহাম্মেদ অপু,106378,BNP,BNP,Shariatpur-3,Shariatpur,Dhaka,Rural,340142.0,174068.0,166072.0,2.0,2026-02-14 14:42:37.115645+00:00,31.27
223,মুহাম্মদ আজাহারুল ইসলাম,67785,Jamaat,Jamaat-NCP,Shariatpur-3,Shariatpur,Dhaka,Rural,340142.0,174068.0,166072.0,2.0,2026-02-14 14:42:37.115645+00:00,19.93
143,সানসিলা জেবরিন,77521,BNP,BNP,Sherpur-1,Sherpur,Mymensingh,Urban,450489.0,224472.0,226009.0,8.0,2026-02-14 14:42:37.115645+00:00,17.21
143,মোঃ রাশেদুল ইসলাম রাশেদ,130989,Jamaat,Jamaat-NCP,Sherpur-1,Sherpur,Mymensingh,Urban,450489.0,224472.0,226009.0,8.0,2026-02-14 14:42:37.115645+00:00,29.08
144,মোহাম্মদ ফাহিম চৌধুরী,117441,BNP,BNP,Sherpur-2,Sherpur,Mymensingh,Rural,440035.0,215786.0,224249.0,0.0,2026-02-14 14:42:37.115645+00:00,26.69
144,মোঃ গোলাম কিবরিয়া,106578,Jamaat,Jamaat-NCP,Sherpur-2,Sherpur,Mymensingh,Rural,440035.0,215786.0,224249.0,0.0,2026-02-14 14:42:37.115645+00:00,24.22
62,মোঃ সেলিম রেজা,115132,BNP,BNP,Sirajganj-1,Sirajganj,Rajshahi,Rural,385024.0,189676.0,195344.0,4.0,2026-02-14 14:42:37.115645+00:00,29.9
62,মোঃ শাহিনুর আলম,106732,Jamaat,Jamaat-NCP,Sirajganj-1,Sirajganj,Rajshahi,Rural,385024.0,189676.0,195344.0,4.0,2026-02-14 14:42:37.115645+00:00,27.72
63,ইকবাল হাসান মাহ্‌মুদ,176638,BNP,BNP,Sirajganj-2,Sirajganj,Rajshahi,Urban,469878.0,235248.0,234626.0,4.0,2026-02-14 14:42:37.115645+00:00,37.59
63,মুহাম্মদ জাহিদুল ইসলাম,136595,Jamaat,Jamaat-NCP,Sirajganj-2,Sirajganj,Rajshahi,Urban,469878.0,235248.0,234626.0,4.0,2026-02-14 14:42:37.115645+00:00,29.07
64,মোঃ আয়নুল হক,174430,BNP,BNP,Sirajganj-3,Sirajganj,Rajshahi,Rural,444427.0,222737.0,221683.0,7.0,2026-02-14 14:42:37.115645+00:00,39.25
64,মুহাঃ আব্দুর রউফ সরকার,116802,Bangladesh Khelafat Mojlish,Jamaat-NCP,Sirajganj-3,Sirajganj,Rajshahi,Rural,444427.0,222737.0,221683.0,7.0,2026-02-14 14:42:37.115645+00:00,26.28
65,"এম, আকবর আলী",161278,BNP,BNP,Sirajganj-4,Sirajganj,Rajshahi,Rural,475821.0,243680.0,232125.0,16.0,2026-02-14 14:42:37.115645+00:00,33.89
65,মোঃ রফিকুল ইসলাম খান,161872,Jamaat,Jamaat-NCP,Sirajganj-4,Sirajganj,Rajshahi,Rural,475821.0,243680.0,232125.0,16.0,2026-02-14 14:42:37.115645+00:00,34.02
66,মোঃ আমিরুল ইসলাম খান,134197,BNP,BNP,Sirajganj-5,Sirajganj,Rajshahi,Rural,426321.0,218664.0,207655.0,2.0,2026-02-14 14:42:37.115645+00:00,31.48
66,মোঃ আলী আলম,105188,Jamaat,Jamaat-NCP,Sirajganj-5,Sirajganj,Rajshahi,Rural,426321.0,218664.0,207655.0,2.0,2026-02-14 14:42:37.115645+00:00,24.67
67,"এম, এ, মুহিত",172114,BNP,BNP,Sirajganj-6,Sirajganj,Rajshahi,Rural,485387.0,246412.0,238972.0,3.0,2026-02-14 14:42:37.115645+00:00,35.46
67,এস এম সাইফ মোস্তাফিজ,103704,NCP,Jamaat-NCP,Sirajganj-6,Sirajganj,Rajshahi,Rural,485387.0,246412.0,238972.0,3.0,2026-02-14 14:42:37.115645+00:00,21.37
224,কামরুজ্জামান কামরুল,161774,BNP,BNP,Sunamganj-1,Sunamganj,Sylhet,Rural,501555.0,256185.0,245360.0,10.0,2026-02-14 14:42:37.115645+00:00,32.25
224,তোফায়েল আহমদ,92966,Jamaat,Jamaat-NCP,Sunamganj-1,Sunamganj,Sylhet,Rural,501555.0,256185.0,245360.0,10.0,2026-02-14 14:42:37.115645+00:00,18.54
225,মোঃ নাছির চৌধুরী,99522,BNP,BNP,Sunamganj-2,Sunamganj,Sylhet,Rural,306052.0,154652.0,151399.0,1.0,2026-02-14 14:42:37.115645+00:00,32.52
225,মোহাম্মদ শিশির মনির,63220,Jamaat,Jamaat-NCP,Sunamganj-2,Sunamganj,Sylhet,Rural,306052.0,154652.0,151399.0,1.0,2026-02-14 14:42:37.115645+00:00,20.66
226,মোহাম্মদ কয়ছর আহমেদ,97313,BNP,BNP,Sunamganj-3,Sunamganj,Sylhet,Rural,373016.0,189243.0,183767.0,6.0,2026-02-14 14:42:37.115645+00:00,26.09
226,মোঃ আনোয়ার হোসেন,42226,Independent,no alliance,Sunamganj-3,Sunamganj,Sylhet,Rural,373016.0,189243.0,183767.0,6.0,2026-02-14 14:42:37.115645+00:00,11.32
227,নুরুল ইসলাম,98092,BNP,BNP,Sunamganj-4,Sunamganj,Sylhet,Urban,372185.0,189359.0,182813.0,13.0,2026-02-14 14:42:37.115645+00:00,26.36
227,মোঃ সামছ উদ্দিন,75735,Jamaat,Jamaat-NCP,Sunamganj-4,Sunamganj,Sylhet,Urban,372185.0,189359.0,182813.0,13.0,2026-02-14 14:42:37.115645+00:00,20.35
228,কলিম উদ্দিন আহমেদ,151915,BNP,BNP,Sunamganj-5,Sunamganj,Sylhet,Rural,527458.0,270620.0,256836.0,2.0,2026-02-14 14:42:37.115645+00:00,28.8
228,আবু তাহির মুহাম্মদ আব্দুস সালাম,102121,Jamaat,Jamaat-NCP,Sunamganj-5,Sunamganj,Sylhet,Rural,527458.0,270620.0,256836.0,2.0,2026-02-14 14:42:37.115645+00:00,19.36
229,খন্দকার আবদুল মুক্তাদীর,176936,BNP,BNP,Sylhet-1,Sylhet,Sylhet,Urban,680946.0,353186.0,327747.0,13.0,2026-02-14 14:42:37.115645+00:00,25.98
229,মাওলানা হাবিবুর রহমান,134983,Jamaat,Jamaat-NCP,Sylhet-1,Sylhet,Sylhet,Urban,680946.0,353186.0,327747.0,13.0,2026-02-14 14:42:37.115645+00:00,19.82
230,মোছাঃ তাহসিনা রুশদীর,116697,BNP,BNP,Sylhet-2,Sylhet,Sylhet,Rural,368932.0,188679.0,180253.0,0.0,2026-02-14 14:42:37.115645+00:00,31.63
230,মুহাম্মদ মুনতাছির আলী,37446,Khelafat Mojlish,Jamaat-NCP,Sylhet-2,Sylhet,Sylhet,Rural,368932.0,188679.0,180253.0,0.0,2026-02-14 14:42:37.115645+00:00,10.15
231,মোহাম্মদ আব্দুল মালিক,114255,BNP,BNP,Sylhet-3,Sylhet,Sylhet,Rural,416000.0,211709.0,204289.0,2.0,2026-02-14 14:42:37.115645+00:00,27.47
231,মুসলেহ উদ্দীন রাজু,73614,Bangladesh Khelafat Mojlish,Jamaat-NCP,Sylhet-3,Sylhet,Sylhet,Rural,416000.0,211709.0,204289.0,2.0,2026-02-14 14:42:37.115645+00:00,17.7
232,আরিফুল হক চৌধুরী,186846,BNP,BNP,Sylhet-4,Sylhet,Sylhet,Rural,512933.0,267130.0,245802.0,1.0,2026-02-14 14:42:37.115645+00:00,36.43
232,মোঃ জয়নাল আবেদীন,71391,Jamaat,Jamaat-NCP,Sylhet-4,Sylhet,Sylhet,Rural,512933.0,267130.0,245802.0,1.0,2026-02-14 14:42:37.115645+00:00,13.92
233,উবায়দুল্লাহ ফারুক,69774,Jamiat Ulema-e-Islam Bangladesh,BNP,Sylhet-5,Sylhet,Sylhet,Rural,428748.0,221357.0,207391.0,0.0,2026-02-14 14:42:37.115645+00:00,16.27
233,মোহাম্মদ আবুল হাসান,79355,Khelafat Mojlish,Jamaat-NCP,Sylhet-5,Sylhet,Sylhet,Rural,428748.0,221357.0,207391.0,0.0,2026-02-14 14:42:37.115645+00:00,18.51
234,এমরান আহমদ চৌধুরী,70794,BNP,BNP,Sylhet-6,Sylhet,Sylhet,Rural,509093.0,256938.0,252155.0,0.0,2026-02-14 14:42:37.115645+00:00,13.91
234,মোহাম্মদ সেলিম উদ্দিন,55923,Jamaat,Jamaat-NCP,Sylhet-6,Sylhet,Sylhet,Rural,509093.0,256938.0,252155.0,0.0,2026-02-14 14:42:37.115645+00:00,10.98
130,ফকির মাহবুব আনাম,153932,BNP,BNP,Tangail-1,Tangail,Dhaka,Rural,437433.0,216007.0,221424.0,2.0,2026-02-14 14:42:37.115645+00:00,35.19
130,‌মুহাম্মদ আব্দুল্লাহেল কাফী,94462,Jamaat,Jamaat-NCP,Tangail-1,Tangail,Dhaka,Rural,437433.0,216007.0,221424.0,2.0,2026-02-14 14:42:37.115645+00:00,21.59
131,মোঃ আবদুস সালাম পিন্টু,198213,BNP,BNP,Tangail-2,Tangail,Dhaka,Rural,418606.0,210422.0,208183.0,1.0,2026-02-14 14:42:37.115645+00:00,47.35
131,মোঃ হুমায়ুন কবীর,60871,Jamaat,Jamaat-NCP,Tangail-2,Tangail,Dhaka,Rural,418606.0,210422.0,208183.0,1.0,2026-02-14 14:42:37.115645+00:00,14.54
132,এস এম ওবায়দুল হক,82769,BNP,BNP,Tangail-3,Tangail,Dhaka,Rural,382720.0,191864.0,190853.0,3.0,2026-02-14 14:42:37.115645+00:00,21.63
132,মোঃ লুৎফর রহমান খান আজাদ,107901,Independent,no alliance,Tangail-3,Tangail,Dhaka,Rural,382720.0,191864.0,190853.0,3.0,2026-02-14 14:42:37.115645+00:00,28.19
133,মোঃ লুৎফর রহমান,105342,BNP,BNP,Tangail-4,Tangail,Dhaka,Rural,374917.0,189942.0,184972.0,3.0,2026-02-14 14:42:37.115645+00:00,28.1
133,আবদুল লতিফ সিদ্দিকী,62509,Independent,no alliance,Tangail-4,Tangail,Dhaka,Rural,374917.0,189942.0,184972.0,3.0,2026-02-14 14:42:37.115645+00:00,16.67
134,সুলতান সালাউদ্দিন টুকু,131279,BNP,BNP,Tangail-5,Tangail,Dhaka,Urban,462412.0,231303.0,231108.0,1.0,2026-02-14 14:42:37.115645+00:00,28.39
134,আহছান হাবিব,80283,Jamaat,Jamaat-NCP,Tangail-5,Tangail,Dhaka,Urban,462412.0,231303.0,231108.0,1.0,2026-02-14 14:42:37.115645+00:00,17.36
135,মোঃ রবিউল আওয়াল,150952,BNP,BNP,Tangail-6,Tangail,Dhaka,Rural,468076.0,236597.0,231475.0,4.0,2026-02-14 14:42:37.115645+00:00,32.25
135,"এ,কে,এম আব্দুল হামিদ",91914,Jamaat,Jamaat-NCP,Tangail-6,Tangail,Dhaka,Rural,468076.0,236597.0,231475.0,4.0,2026-02-14 14:42:37.115645+00:00,19.64
136,আবুল কালাম আজাদ সিদ্দিকী,141253,BNP,BNP,Tangail-7,Tangail,Dhaka,Rural,375437.0,188871.0,186560.0,6.0,2026-02-14 14:42:37.115645+00:00,37.62
136,মোহাম্মদ আব্দুল্লাহ এবনে আবুল হোসেন,71040,Jamaat,Jamaat-NCP,Tangail-7,Tangail,Dhaka,Rural,375437.0,188871.0,186560.0,6.0,2026-02-14 14:42:37.115645+00:00,18.92
137,আহমেদ আযম খান,114217,BNP,BNP,Tangail-8,Tangail,Dhaka,Rural,414826.0,206623.0,208198.0,5.0,2026-02-14 14:42:37.115645+00:00,27.53
137,সালাউদ্দিন আলমগীর,77130,Independent,no alliance,Tangail-8,Tangail,Dhaka,Rural,414826.0,206623.0,208198.0,5.0,2026-02-14 14:42:37.115645+00:00,18.59
3,মির্জা ফখরুল ইসলাম আলমগীর,238836,BNP,BNP,Thakurgaon-1,Thakurgaon,Rangpur,Urban,511629.0,255053.0,256572.0,4.0,2026-02-14 14:42:37.115645+00:00,46.68
3,দেলাওয়ার হোসেন,141017,Jamaat,Jamaat-NCP,Thakurgaon-1,Thakurgaon,Rangpur,Urban,511629.0,255053.0,256572.0,4.0,2026-02-14 14:42:37.115645+00:00,27.56
4,মোঃ আব্দুস সালাম,121017,BNP,BNP,Thakurgaon-2,Thakurgaon,Rangpur,Rural,340049.0,175232.0,164816.0,1.0,2026-02-14 14:42:37.115645+00:00,35.59
4,মোঃ আব্দুল হাকিম,115707,Jamaat,Jamaat-NCP,Thakurgaon-2,Thakurgaon,Rangpur,Rural,340049.0,175232.0,164816.0,1.0,2026-02-14 14:42:37.115645+00:00,34.03
5,মোঃ জাহিদুর রহমান,132797,BNP,BNP,Thakurgaon-3,Thakurgaon,Rangpur,Rural,364129.0,184701.0,179426.0,2.0,2026-02-14 14:42:37.115645+00:00,36.47
5,মোঃ মিজানুর রহমান,91934,Jamaat,Jamaat-NCP,Thakurgaon-3,Thakurgaon,Rangpur,Rural,364129.0,184701.0,179426.0,2.0,2026-02-14 14:42:37.115645+00:00,25.25
