seat_no,name,vote,party,alliance,seat,district,division,region,voters,male_voters,female_voters,thirdgender_voters,time,vote_pc
89,গাজী এনামুল হক,132876,Jamaat,Jamaat-NCP,Jessore-5,Jessore,Khulna,Rural,369082.0,184215.0,184863.0,4.0,2026-02-14 14:42:37.115645+00:00,36.0
90,মোঃ আবুল হোসেন আজাদ,79321,BNP,BNP,Jessore-6,Jessore,Khulna,Rural,226423.0,113134.0,113287.0,2.0,2026-02-14 14:42:37.115645+00:00,35.03
90,মোঃ মোক্তার আলী,91018,Jamaat,Jamaat-NCP,Jessore-6,Jessore,Khulna,Rural,226423.0,113134.0,113287.0,2.0,2026-02-14 14:42:37.115645+00:00,40.2
125,রফিকুল ইসলাম জামাল,62010,BNP,BNP,Jhalokati-1,Jhalokati,Barisal,Rural,225342.0,114117.0,111223.0,2.0,2026-02-14 14:42:37.115645+00:00,27.52
125,ফয়জুল হক,55120,Jamaat,Jamaat-NCP,Jhalokati-1,Jhalokati,Barisal,Rural,225342.0,114117.0,111223.0,2.0,2026-02-14 14:42:37.115645+00:00,24.46
126,ইসরাত সুলতানা ইলেন ভূট্টো,113100,BNP,BNP,Jhalokati-2,Jhalokati,Barisal,Urban,361001.0,181859.0,179140.0,2.0,2026-02-14 14:42:37.115645+00:00,31.33
126,এস এম নেয়ামুল করিম,69805,Jamaat,Jamaat-NCP,Jhalokati-2,Jhalokati,Barisal,Urban,361001.0,181859.0,179140.0,2.0,2026-02-14 14:42:37.115645+00:00,19.34
81,মোঃ আসাদুজ্জামান,171598,BNP,BNP,Jhenaidah-1,Jhenaidah,Khulna,Rural,325278.0,163001.0,162277.0,0.0,2026-02-14 14:42:37.115645+00:00,52.75
81,আবু ছালেহ মোঃ মতিউর রহমান,55577,Jamaat,Jamaat-NCP,Jhenaidah-1,Jhenaidah,Khulna,Rural,325278.0,163001.0,162277.0,0.0,2026-02-14 14:42:37.115645+00:00,17.09
82,মোঃ আব্দুল মজিদ,175984,BNP,BNP,Jhenaidah-2,Jhenaidah,Khulna,Urban,506640.0,251666.0,254963.0,11.0,2026-02-14 14:42:37.115645+00:00,34.74
82,আলী আজম মোঃ আবু বকর,195702,Jamaat,Jamaat-NCP,Jhenaidah-2,Jhenaidah,Khulna,Urban,506640.0,251666.0,254963.0,11.0,2026-02-14 14:42:37.115645+00:00,38.63
83,মোহাম্মদ মেহেদী হাসান,149821,BNP,BNP,Jhenaidah-3,Jhenaidah,Khulna,Rural,431015.0,217470.0,213542.0,3.0,2026-02-14 14:42:37.115645+00:00,34.76
83,মোঃ মতিয়ার রহমান,175857,Jamaat,Jamaat-NCP,Jhenaidah-3,Jhenaidah,Khulna,Rural,431015.0,217470.0,213542.0,3.0,2026-02-14 14:42:37.115645+00:00,40.8
84,মোঃ সাইফুল ইসলাম ফিরোজ,77104,Independent,no alliance,Jhenaidah-4,Jhenaidah,Khulna,Rural,333464.0,168255.0,165204.0,5.0,2026-02-14 14:42:37.115645+00:00,23.12
84,মোঃ আবু তালিব,159099,Jamaat,Jamaat-NCP,Jhenaidah-4,Jhenaidah,Khulna,Rural,333464.0,168255.0,165204.0,5.0,2026-02-14 14:42:37.115645+00:00,47.71
34,মোঃ মাসুদ রানা প্রধান,154835,BNP,BNP,Joypurhat-1,Joypurhat,Rajshahi,Urban,466274.0,231984.0,234282.0,8.0,2026-02-14 14:42:37.115645+00:00,33.21
34,মোঃ ফজলুর রহমান সাঈদ,163876,Jamaat,Jamaat-NCP,Joypurhat-1,Joypurhat,Rajshahi,Urban,466274.0,231984.0,234282.0,8.0,2026-02-14 14:42:37.115645+00:00,35.15
35,মোঃ আব্দুল বারী,157128,BNP,BNP,Joypurhat-2,Joypurhat,Rajshahi,Rural,351572.0,174177.0,177393.0,2.0,2026-02-14 14:42:37.115645+00:00,44.69
35,এস এম রাশেদুল আলম,91012,Jamaat,Jamaat-NCP,Joypurhat-2,Joypurhat,Rajshahi,Rural,351572.0,174177.0,177393.0,2.0,2026-02-14 14:42:37.115645+00:00,25.89
298,আবদুল ওয়াদুদ ভূঁঞা,151040,BNP,BNP,Khagrachari,Khagrachari,Chittagong,Rural,554119.0,280206.0,273909.0,4.0,2026-02-14 14:42:37.115645+00:00,27.26
298,ধর্ম জ্যোতি চাকমা,68315,Independent,no alliance,Khagrachari,Khagrachari,Chittagong,Rural,554119.0,280206.0,273909.0,4.0,2026-02-14 14:42:37.115645+00:00,12.33
99,আমীর এজাজ খান,121352,BNP,BNP,Khulna-1,Khulna,Khulna,Rural,307103.0,152285.0,154814.0,4.0,2026-02-14 14:42:37.115645+00:00,39.52
99,কৃষ্ণ নন্দী,70346,Jamaat,Jamaat-NCP,Khulna-1,Khulna,Khulna,Rural,307103.0,152285.0,154814.0,4.0,2026-02-14 14:42:37.115645+00:00,22.91
100,নজরুল ইসলাম মঞ্জু,88197,BNP,BNP,Khulna-2,Khulna,Khulna,Urban,335241.0,165762.0,169469.0,10.0,2026-02-14 14:42:37.115645+00:00,26.31
100,শেখ জাহাঙ্গীর হুসাইন হেলাল,93789,Jamaat,Jamaat-NCP,Khulna-2,Khulna,Khulna,Urban,335241.0,165762.0,169469.0,10.0,2026-02-14 14:42:37.115645+00:00,27.98
101,রকিবুল ইসলাম,74845,BNP,BNP,Khulna-3,Khulna,Khulna,Urban,254409.0,127636.0,126765.0,8.0,2026-02-14 14:42:37.115645+00:00,29.42
101,মোহাম্মদ মাহফুজুর রহমান,66010,Jamaat,Jamaat-NCP,Khulna-3,Khulna,Khulna,Urban,254409.0,127636.0,126765.0,8.0,2026-02-14 14:42:37.115645+00:00,25.95
102,এস কে আজিজুল বারী,123162,BNP,BNP,Khulna-4,Khulna,Khulna,Rural,378453.0,188526.0,189922.0,5.0,2026-02-14 14:42:37.115645+00:00,32.54
102,এস এম সাখাওয়াত হোসাইন,109530,Khelafat Mojlish,Jamaat-NCP,Khulna-4,Khulna,Khulna,Rural,378453.0,188526.0,189922.0,5.0,2026-02-14 14:42:37.115645+00:00,28.94
103,মোহাম্মদ আলি আসগার,148854,BNP,BNP,Khulna-5,Khulna,Khulna,Rural,402798.0,199354.0,203443.0,1.0,2026-02-14 14:42:37.115645+00:00,36.95
103,ম‌ি‌‌‌‌‌‍‍‍‍য়া গোলাম পরওয়ার,146246,Jamaat,Jamaat-NCP,Khulna-5,Khulna,Khulna,Rural,402798.0,199354.0,203443.0,1.0,2026-02-14 14:42:37.115645+00:00,36.31
104,এস এম মনিরুল হাসান (বাপ্পী),124710,BNP,BNP,Khulna-6,Khulna,Khulna,Rural,423331.0,212869.0,210461.0,1.0,2026-02-14 14:42:37.115645+00:00,29.46
104,মোঃ আবুল কালাম আজাদ,150724,Jamaat,Jamaat-NCP,Khulna-6,Khulna,Khulna,Rural,423331.0,212869.0,210461.0,1.0,2026-02-14 14:42:37.115645+00:00,35.6
162,মাজহারুল ইসলাম,122946,BNP,BNP,Kishoreganj-1,Kishoreganj,Dhaka,Urban,555136.0,280657.0,274476.0,3.0,2026-02-14 14:42:37.115645+00:00,22.15
162,হেদায়াতুল্লাহ হাদী,99488,Bangladesh Khelafat Mojlish,Jamaat-NCP,Kishoreganj-1,Kishoreganj,Dhaka,Urban,555136.0,280657.0,274476.0,3.0,2026-02-14 14:42:37.115645+00:00,17.92
163,এডভোকেট মোঃ জালাল উদ্দীন,142616,BNP,BNP,Kishoreganj-2,Kishoreganj,Dhaka,Rural,532516.0,268568.0,263939.0,9.0,2026-02-14 14:42:37.115645+00:00,26.78
163,মোঃ শফিকুল ইসলাম,117961,Jamaat,Jamaat-NCP,Kishoreganj-2,Kishoreganj,Dhaka,Rural,532516.0,268568.0,263939.0,9.0,2026-02-14 14:42:37.115645+00:00,22.15
164,ড. মুহাম্মদ ওসমান ফারুক,111638,BNP,BNP,Kishoreganj-3,Kishoreganj,Dhaka,Rural,448625.0,230210.0,218412.0,3.0,2026-02-14 14:42:37.115645+00:00,24.88
164,জেহাদ খান,101276,Jamaat,Jamaat-NCP,Kishoreganj-3,Kishoreganj,Dhaka,Rural,448625.0,230210.0,218412.0,3.0,2026-02-14 14:42:37.115645+00:00,22.57
165,মোঃ ফজলুর রহমান,132553,BNP,BNP,Kishoreganj-4,Kishoreganj,Dhaka,Rural,408352.0,211182.0,197166.0,4.0,2026-02-14 14:42:37.115645+00:00,32.46
165,মোঃ রোকন রেজা শেখ,55646,Jamaat,Jamaat-NCP,Kishoreganj-4,Kishoreganj,Dhaka,Rural,408352.0,211182.0,197166.0,4.0,2026-02-14 14:42:37.115645+00:00,13.63
166,সৈয়দ এহসানুল হুদা,66118,BNP,BNP,Kishoreganj-5,Kishoreganj,Dhaka,Rural,353566.0,182452.0,171108.0,6.0,2026-02-14 14:42:37.115645+00:00,18.7
166,শেখ মজিবুর রহমান ইকবাল,79210,Independent,no alliance,Kishoreganj-5,Kishoreganj,Dhaka,Rural,353566.0,182452.0,171108.0,6.0,2026-02-14 14:42:37.115645+00:00,22.4
167,মোঃ শরীফুল আলম,185813,BNP,BNP,Kishoreganj-6,Kishoreganj,Dhaka,Rural,428804.0,221114.0,207687.0,3.0,2026-02-14 14:42:37.115645+00:00,43.33
167,আতাউল্লাহ আমীন,42555,Bangladesh Khelafat Mojlish,Jamaat-NCP,Kishoreganj-6,Kishoreganj,Dhaka,Rural,428804.0,221114.0,207687.0,3.0,2026-02-14 14:42:37.115645+00:00,9.92
25,সাইফুর রহমান রানা,123025,BNP,BNP,Kurigram-1,Kurigram,Rangpur,Rural,563978.0,281424.0,282551.0,3.0,2026-02-14 14:42:37.115645+00:00,21.81
25,মোঃ আনোয়ারুল ইসলাম,141090,Jamaat,Jamaat-NCP,Kurigram-1,Kurigram,Rangpur,Rural,563978.0,281424.0,282551.0,3.0,2026-02-14 14:42:37.115645+00:00,25.02
26,মোঃ সোহেল হোসনাইন কায়কোবাদ,170335,BNP,BNP,Kurigram-2,Kurigram,Rangpur,Urban,604738.0,299890.0,304841.0,7.0,2026-02-14 14:42:37.115645+00:00,28.17
26,আতিকুর রহমান মোজাহিদ,178869,NCP,Jamaat-NCP,Kurigram-2,Kurigram,Rangpur,Urban,604738.0,299890.0,304841.0,7.0,2026-02-14 14:42:37.115645+00:00,29.58
27,ডাঃ মোঃ আককাছ আলী সরকার,33380,Islami Andolan Bangladesh,no alliance,Kurigram-3,Kurigram,Rangpur,Rural,368470.0,183064.0,185406.0,0.0,2026-02-14 14:42:37.115645+00:00,9.06
27,মোঃ মাহবুবুল আলম,106923,Jamaat,Jamaat-NCP,Kurigram-3,Kurigram,Rangpur,Rural,368470.0,183064.0,185406.0,0.0,2026-02-14 14:42:37.115645+00:00,29.02
28,মোঃ আজিজুর রহমান,84423,BNP,BNP,Kurigram-4,Kurigram,Rangpur,Rural,362753.0,181361.0,181388.0,4.0,2026-02-14 14:42:37.115645+00:00,23.27
28,মোঃ মোস্তাফিজুর রহমান,108210,Jamaat,Jamaat-NCP,Kurigram-4,Kurigram,Rangpur,Rural,362753.0,181361.0,181388.0,4.0,2026-02-14 14:42:37.115645+00:00,29.83
75,রেজা আহাম্মেদ,165909,BNP,BNP,Kushtia-1,Kushtia,Khulna,Rural,404504.0,203492.0,201011.0,1.0,2026-02-14 14:42:37.115645+00:00,41.02
75,মোঃ বেলাল উদ্দীন,86682,Jamaat,Jamaat-NCP,Kushtia-1,Kushtia,Khulna,Rural,404504.0,203492.0,201011.0,1.0,2026-02-14 14:42:37.115645+00:00,21.43
76,রাগীব রউফ চৌধুরী,143821,BNP,BNP,Kushtia-2,Kushtia,Khulna,Rural,478001.0,239126.0,238872.0,3.0,2026-02-14 14:42:37.115645+00:00,30.09
76,মোঃ আব্দুল গফুর,192083,Jamaat,Jamaat-NCP,Kushtia-2,Kushtia,Khulna,Rural,478001.0,239126.0,238872.0,3.0,2026-02-14 14:42:37.115645+00:00,40.18
77,মোঃ জাকির হোসেন সরকার,127559,BNP,BNP,Kushtia-3,Kushtia,Khulna,Urban,440842.0,217269.0,223569.0,4.0,2026-02-14 14:42:37.115645+00:00,28.94
77,মোঃ আমির হামজা,182476,Jamaat,Jamaat-NCP,Kushtia-3,Kushtia,Khulna,Urban,440842.0,217269.0,223569.0,4.0,2026-02-14 14:42:37.115645+00:00,41.39
78,সৈয়দ মেহেদী আহ্‌মেদ রুমী,139603,BNP,BNP,Kushtia-4,Kushtia,Khulna,Rural,424417.0,213504.0,210908.0,5.0,2026-02-14 14:42:37.115645+00:00,32.89
78,মোঃ আফজাল হোসেন,148201,Jamaat,Jamaat-NCP,Kushtia-4,Kushtia,Khulna,Rural,424417.0,213504.0,210908.0,5.0,2026-02-14 14:42:37.115645+00:00,34.92
274,মোঃ শাহাদাত হোসেন,85457,BNP,BNP,Lakshmipur-1,Lakshmipur,Chittagong,Rural,281302.0,144658.0,136644.0,0.0,2026-02-14 14:42:37.115645+00:00,30.38
274,মোঃ মাহবুব আলম,56436,NCP,Jamaat-NCP,Lakshmipur-1,Lakshmipur,Chittagong,Rural,281302.0,144658.0,136644.0,0.0,2026-02-14 14:42:37.115645+00:00,20.06
275,মোঃ আবুল খায়ের ভূঁইয়া,146321,BNP,BNP,Lakshmipur-2,Lakshmipur,Chittagong,Rural,493970.0,254407.0,239558.0,5.0,2026-02-14 14:42:37.115645+00:00,29.62
275,"এস, ইউ ,এম, রুহুল আমিন ভূঁইয়া",133698,Jamaat,Jamaat-NCP,Lakshmipur-2,Lakshmipur,Chittagong,Rural,493970.0,254407.0,239558.0,5.0,2026-02-14 14:42:37.115645+00:00,27.07
276,মোঃ শহীদউদ্দীন চৌধুরী এ্যানি,133765,BNP,BNP,Lakshmipur-3,Lakshmipur,Chittagong,Urban,444472.0,229709.0,214758.0,5.0,2026-02-14 14:42:37.115645+00:00,30.1
276,মোঃ রেজাউল করিম,117079,Jamaat,Jamaat-NCP,Lakshmipur-3,Lakshmipur,Chittagong,Urban,444472.0,229709.0,214758.0,5.0,2026-02-14 14:42:37.115645+00:00,26.34
277,"এ,বি,এম আশরাফ উদ্দিন (নিজান)",114026,BNP,BNP,Lakshmipur-4,Lakshmipur,Chittagong,Rural,418160.0,218483.0,199676.0,1.0,2026-02-14 14:42:37.115645+00:00,27.27
277,মোঃ আশরাফুর রহমান হাফিজউল্যা,70765,Jamaat,Jamaat-NCP,Lakshmipur-4,Lakshmipur,Chittagong,Rural,418160.0,218483.0,199676.0,1.0,2026-02-14 14:42:37.115645+00:00,16.92
16,মোঃ হাসান রাজীব প্রধান,138686,BNP,BNP,Lalmonirhat-1,Lalmonirhat,Rangpur,Rural,403561.0,202707.0,200852.0,2.0,2026-02-14 14:42:37.115645+00:00,34.37
16,মোঃ আনোয়ারুল ইসলাম রাজু,129572,Jamaat,Jamaat-NCP,Lalmonirhat-1,Lalmonirhat,Rangpur,Rural,403561.0,202707.0,200852.0,2.0,2026-02-14 14:42:37.115645+00:00,32.11
17,মোঃ রোকন উদ্দীন বাবুল,123946,BNP,BNP,Lalmonirhat-2,Lalmonirhat,Rangpur,Rural,432964.0,217200.0,215761.0,3.0,2026-02-14 14:42:37.115645+00:00,28.63
17,মোঃ ফিরোজ হায়দার,117252,Jamaat,Jamaat-NCP,Lalmonirhat-2,Lalmonirhat,Rangpur,Rural,432964.0,217200.0,215761.0,3.0,2026-02-14 14:42:37.115645+00:00,27.08
18,আসাদুল হাবিব দুলু,139651,BNP,BNP,Lalmonirhat-3,Lalmonirhat,Rangpur,Urban,307970.0,154167.0,153801.0,2.0,2026-02-14 14:42:37.115645+00:00,45.35
18,মোঃ আবু তাহের,56244,Jamaat,Jamaat-NCP,Lalmonirhat-3,Lalmonirhat,Rangpur,Urban,307970.0,154167.0,153801.0,2.0,2026-02-14 14:42:37.115645+00:00,18.26
218,নাদিরা আক্তার,64524,BNP,BNP,Madaripur-1,Madaripur,Dhaka,Rural,324289.0,169041.0,155246.0,2.0,2026-02-14 14:42:37.115645+00:00,19.9
218,সাইদ উদ্দিন আহমাদ হানজালা,64909,Bangladesh Khelafat Mojlish,Jamaat-NCP,Madaripur-1,Madaripur,Dhaka,Rural,324289.0,169041.0,155246.0,2.0,2026-02-14 14:42:37.115645+00:00,20.02
219,মোঃ জাহান্দার আলী মিয়া,61744,BNP,BNP,Madaripur-2,Madaripur,Dhaka,Urban,436233.0,223624.0,212601.0,8.0,2026-02-14 14:42:37.115645+00:00,14.15
219,মিল্টন বৈদ্য,46476,Independent,no alliance,Madaripur-2,Madaripur,Dhaka,Urban,436233.0,223624.0,212601.0,8.0,2026-02-14 14:42:37.115645+00:00,10.65
220,আনিছুর রহমান,96128,BNP,BNP,Madaripur-3,Madaripur,Dhaka,Rural,387806.0,202645.0,185159.0,2.0,2026-02-14 14:42:37.115645+00:00,24.79
220,মোঃ রফিকুল ইসলাম,84646,Jamaat,Jamaat-NCP,Madaripur-3,Madaripur,Dhaka,Rural,387806.0,202645.0,185159.0,2.0,2026-02-14 14:42:37.115645+00:00,21.83
91,মোঃ মনোয়ার হোসেন,185338,BNP,BNP,Magura-1,Magura,Khulna,Urban,430775.0,215268.0,215504.0,3.0,2026-02-14 14:42:37.115645+00:00,43.02
91,আব্দুল মতিন,89682,Jamaat,Jamaat-NCP,Magura-1,Magura,Khulna,Urban,430775.0,215268.0,215504.0,3.0,2026-02-14 14:42:37.115645+00:00,20.82
92,নিতাই রায় চৌধুরী,147896,BNP,BNP,Magura-2,Magura,Khulna,Rural,416634.0,211546.0,205085.0,3.0,2026-02-14 14:42:37.115645+00:00,35.5
92,মোঃ মুশতারশেদ বিল্লাহ,117018,Jamaat,Jamaat-NCP,Magura-2,Magura,Khulna,Rural,416634.0,211546.0,205085.0,3.0,2026-02-14 14:42:37.115645+00:00,28.09
168,এস এ জিন্নাহ কবীর,137776,BNP,BNP,Manikganj-1,Manikganj,Dhaka,Rural,461942.0,231857.0,230081.0,4.0,2026-02-14 14:42:37.115645+00:00,29.83
168,মোঃ তোজাম্মেল হক,77818,Independent,no alliance,Manikganj-1,Manikganj,Dhaka,Rural,461942.0,231857.0,230081.0,4.0,2026-02-14 14:42:37.115645+00:00,16.85
169,মঈনুল ইসলাম খান,175776,BNP,BNP,Manikganj-2,Manikganj,Dhaka,Rural,472622.0,237205.0,235413.0,4.0,2026-02-14 14:42:37.115645+00:00,37.19
169,মোঃ সালাহ উদ্দিন,81531,Khelafat Mojlish,Jamaat-NCP,Manikganj-2,Manikganj,Dhaka,Rural,472622.0,237205.0,235413.0,4.0,2026-02-14 14:42:37.115645+00:00,17.25
170,আফরোজা খানম,167345,BNP,BNP,Manikganj-3,Manikganj,Dhaka,Urban,400059.0,199398.0,200660.0,1.0,2026-02-14 14:42:37.115645+00:00,41.83
170,মুহাম্মদ সাঈদনূর,64242,Bangladesh Khelafat Mojlish,Jamaat-NCP,Manikganj-3,Manikganj,Dhaka,Urban,400059.0,199398.0,200660.0,1.0,2026-02-14 14:42:37.115645+00:00,16.06
73,মাসুদ অরুন,104769,BNP,BNP,Meherpur-1,Meherpur,Khulna,Urban,316975.0,157890.0,159082.0,3.0,2026-02-14 14:42:37.115645+00:00,33.05
73,মোঃ তাজউদ্দীন খান,121161,Jamaat,Jamaat-NCP,Meherpur-1,Meherpur,Khulna,Urban,316975.0,157890.0,159082.0,3.0,2026-02-14 14:42:37.115645+00:00,38.22
74,মোঃ আমজাদ হোসেন,85452,BNP,BNP,Meherpur-2,Meherpur,Khulna,Rural,270705.0,135087.0,135615.0,3.0,2026-02-14 14:42:37.115645+00:00,31.57
74,মোঃ নাজমুল হুদা,94658,Jamaat,Jamaat-NCP,Meherpur-2,Meherpur,Khulna,Rural,270705.0,135087.0,135615.0,3.0,2026-02-14 14:42:37.115645+00:00,34.97
235,নাসির উদ্দিন আহমেদ,98282,BNP,BNP,Moulvibazar-1,Moulvibazar,Sylhet,Rural,337816.0,172998.0,164816.0,2.0,2026-02-14 14:42:37.115645+00:00,29.09
235,মোহাম্মদ আমিনুল ইসলাম,83013,Jamaat,Jamaat-NCP,Moulvibazar-1,Moulvibazar,Sylhet,Rural,337816.0,172998.0,164816.0,2.0,2026-02-14 14:42:37.115645+00:00,24.57
236,মোঃ শওকতুল ইসলাম,88381,BNP,BNP,Moulvibazar-2,Moulvibazar,Sylhet,Rural,303020.0,157128.0,145892.0,0.0,2026-02-14 14:42:37.115645+00:00,29.17
236,মোঃ সায়েদ আলী,53458,Jamaat,Jamaat-NCP,Moulvibazar-2,Moulvibazar,Sylhet,Rural,303020.0,157128.0,145892.0,0.0,2026-02-14 14:42:37.115645+00:00,17.64
237,নাসের রহমান,156757,BNP,BNP,Moulvibazar-3,Moulvibazar,Sylhet,Urban,486212.0,248109.0,238099.0,4.0,2026-02-14 14:42:37.115645+00:00,32.24
237,মোঃ আব্দুল মান্নান,77636,Jamaat,Jamaat-NCP,Moulvibazar-3,Moulvibazar,Sylhet,Urban,486212.0,248109.0,238099.0,4.0,2026-02-14 14:42:37.115645+00:00,15.97
238,মোঃ মুজিবুর রহমান চৌধুরী,170877,BNP,BNP,Moulvibazar-4,Moulvibazar,Sylhet,Rural,487892.0,246202.0,241688.0,2.0,2026-02-14 14:42:37.115645+00:00,35.02
238,শেখ নূরে আলম হামিদী,50204,Bangladesh Khelafat Mojlish,Jamaat-NCP,Moulvibazar-4,Moulvibazar,Sylhet,Rural,487892.0,246202.0,241688.0,2.0,2026-02-14 14:42:37.115645+00:00,10.29
171,মোঃ আব্দুল্লাহ্,167562,BNP,BNP,Munshiganj-1,Munshiganj,Dhaka,Rural,545519.0,280716.0,264802.0,1.0,2026-02-14 14:42:37.115645+00:00,30.72
171,এ কে এম ফখরুদ্দিন রাজী,101568,Jamaat,Jamaat-NCP,Munshiganj-1,Munshiganj,Dhaka,Rural,545519.0,280716.0,264802.0,1.0,2026-02-14 14:42:37.115645+00:00,18.62
172,আব্দুস সালাম আজাদ,124154,BNP,BNP,Munshiganj-2,Munshiganj,Dhaka,Rural,378492.0,194720.0,183772.0,0.0,2026-02-14 14:42:37.115645+00:00,32.8
172,মাজেদুল ইসলাম,58573,NCP,Jamaat-NCP,Munshiganj-2,Munshiganj,Dhaka,Rural,378492.0,194720.0,183772.0,0.0,2026-02-14 14:42:37.115645+00:00,15.48
173,মোঃ কামরুজ্জামান,124691,BNP,BNP,Munshiganj-3,Munshiganj,Dhaka,Urban,509467.0,263075.0,246390.0,2.0,2026-02-14 14:42:37.115645+00:00,24.47
173,মোঃ মহিউদ্দিন,88936,Independent,no alliance,Munshiganj-3,Munshiganj,Dhaka,Urban,509467.0,263075.0,246390.0,2.0,2026-02-14 14:42:37.115645+00:00,17.46
146,সৈয়দ এমরান সালেহ,100736,BNP,BNP,Mymensingh-1,Mymensingh,Mymensingh,Rural,483712.0,241604.0,242104.0,4.0,2026-02-14 14:42:37.115645+00:00,20.83
146,মোহাম্মদ সালমান ওমর,107241,Independent,no alliance,Mymensingh-1,Mymensingh,Mymensingh,Rural,483712.0,241604.0,242104.0,4.0,2026-02-14 14:42:37.115645+00:00,22.17
155,মোহাম্মদ আক্তারুজ্জামান,74638,BNP,BNP,Mymensingh-10,Mymensingh,Mymensingh,Rural,409364.0,209120.0,200241.0,3.0,2026-02-14 14:42:37.115645+00:00,18.23
155,আবু বকর সিদ্দিকুর রহমান,66424,Independent,no alliance,Mymensingh-10,Mymensingh,Mymensingh,Rural,409364.0,209120.0,200241.0,3.0,2026-02-14 14:42:37.115645+00:00,16.23
156,ফখর উদ্দিন আহমেদ,110214,BNP,BNP,Mymensingh-11,Mymensingh,Mymensingh,Rural,358659.0,178020.0,180636.0,3.0,2026-02-14 14:42:37.115645+00:00,30.73
156,মুহাম্মদ মোর্শেদ আলম,65591,Independent,no alliance,Mymensingh-11,Mymensingh,Mymensingh,Rural,358659.0,178020.0,180636.0,3.0,2026-02-14 14:42:37.115645+00:00,18.29
147,মোতাহার হোসেন তালুকদার,117344,BNP,BNP,Mymensingh-2,Mymensingh,Mymensingh,Rural,576167.0,294451.0,281713.0,3.0,2026-02-14 14:42:37.115645+00:00,20.37
147,মুহাম্মদুল্লাহ,144565,Bangladesh Khelafat Mojlish,Jamaat-NCP,Mymensingh-2,Mymensingh,Mymensingh,Rural,576167.0,294451.0,281713.0,3.0,2026-02-14 14:42:37.115645+00:00,25.09
148,এম ইকবাল হোসেইন,77152,BNP,BNP,Mymensingh-3,Mymensingh,Mymensingh,Rural,298268.0,150780.0,147487.0,1.0,2026-02-14 14:42:37.115645+00:00,25.87
148,আহাম্মদ তায়েবুর রহমান,64536,Independent,no alliance,Mymensingh-3,Mymensingh,Mymensingh,Rural,298268.0,150780.0,147487.0,1.0,2026-02-14 14:42:37.115645+00:00,21.64
149,মোঃ আবু ওয়াহাব আকন্দ ওয়াহিদ,177891,BNP,BNP,Mymensingh-4,Mymensingh,Mymensingh,Urban,695306.0,345005.0,350291.0,10.0,2026-02-14 14:42:37.115645+00:00,25.58
149,মোহাম্মদ কামরুল আহসান,169580,Jamaat,Jamaat-NCP,Mymensingh-4,Mymensingh,Mymensingh,Urban,695306.0,345005.0,350291.0,10.0,2026-02-14 14:42:37.115645+00:00,24.39
150,মোহাম্মদ জাকির হোসেন,127910,BNP,BNP,Mymensingh-5,Mymensingh,Mymensingh,Rural,387927.0,194275.0,193650.0,2.0,2026-02-14 14:42:37.115645+00:00,32.97
150,মোঃ মতিউর রহমান আকন্দ,100876,Jamaat,Jamaat-NCP,Mymensingh-5,Mymensingh,Mymensingh,Rural,387927.0,194275.0,193650.0,2.0,2026-02-14 14:42:37.115645+00:00,26.0
151,আখতার সুলতানা,52669,Independent,no alliance,Mymensingh-6,Mymensingh,Mymensingh,Rural,417927.0,210330.0,207595.0,2.0,2026-02-14 14:42:37.115645+00:00,12.6
151,মোঃ কামরুল হাসান,75946,Jamaat,Jamaat-NCP,Mymensingh-6,Mymensingh,Mymensingh,Rural,417927.0,210330.0,207595.0,2.0,2026-02-14 14:42:37.115645+00:00,18.17
152,ডাঃ মোঃ মাহাবুবুর রহমান,98579,BNP,BNP,Mymensingh-7,Mymensingh,Mymensingh,Rural,403249.0,205179.0,198070.0,0.0,2026-02-14 14:42:37.115645+00:00,24.45
152,মোঃ আছাদুজ্জামান,82962,Jamaat,Jamaat-NCP,Mymensingh-7,Mymensingh,Mymensingh,Rural,403249.0,205179.0,198070.0,0.0,2026-02-14 14:42:37.115645+00:00,20.57
153,লুৎফুল্লাহেল মাজেদ,107577,BNP,BNP,Mymensingh-8,Mymensingh,Mymensingh,Rural,348879.0,179437.0,169436.0,6.0,2026-02-14 14:42:37.115645+00:00,30.84
153,মোঃ আওরঙ্গজেব বেলাল,45791,LDP,Jamaat-NCP,Mymensingh-8,Mymensingh,Mymensingh,Rural,348879.0,179437.0,169436.0,6.0,2026-02-14 14:42:37.115645+00:00,13.13
154,ইয়াসের খান চৌধুরী,84887,BNP,BNP,Mymensingh-9,Mymensingh,Mymensingh,Rural,384641.0,198692.0,185942.0,7.0,2026-02-14 14:42:37.115645+00:00,22.07
154,এ কে এম আনোয়ারুল ইসলাম,66898,Bangladesh Development Party,Jamaat-NCP,Mymensingh-9,Mymensingh,Mymensingh,Rural,384641.0,198692.0,185942.0,7.0,2026-02-14 14:42:37.115645+00:00,17.39
46,মোঃ মোস্তাফিজুর রহমান,149202,BNP,BNP,Naogaon-1,Naogaon,Rajshahi,Rural,474067.0,235379.0,238684.0,4.0,2026-02-14 14:42:37.115645+00:00,31.47
46,মোহাঃ মাহবুবুল আলম,126093,Jamaat,Jamaat-NCP,Naogaon-1,Naogaon,Rajshahi,Rural,474067.0,235379.0,238684.0,4.0,2026-02-14 14:42:37.115645+00:00,26.6
